Id,Station,Address,Latitude,Longitude
2216,Selling,"Selling, Kent ME13, UK",51.270928,0.923566
2217,Selly Oak,"Selly Oak, Birmingham, West Midlands B29, UK",52.442696,-1.937655
2218,Settle,"Settle, North Yorkshire BD24, UK",54.068246,-2.277655
2219,Seven Kings,"Seven Kings, Ilford, Greater London IG3, UK",51.566967,0.093946
2220,Sevenoaks,"Sevenoaks, Kent, UK",51.27241,0.190898
2221,Seven Sisters,"Seven Sisters, South Downs National Park, Eastbourne, East Sussex BN20, UK",50.75,0.1833333
2222,Seven Sisters (Underground),"Seven Sisters, South Downs National Park, Eastbourne, East Sussex BN20, UK",50.75,0.1833333
2223,Severn Beach,"Severn Beach, South Gloucestershire, UK",51.562038,-2.6616749
2224,Severn Tunnel Junction,"Severn Tunnel Junction, Rogiet, Monmouthshire NP26, UK",51.5846754,-2.7778965
2225,Shadwell,"Shadwell, West Yorkshire LS17, UK",53.8537109,-1.478638
2226,Shadwell (Underground),"Shadwell, West Yorkshire LS17, UK",53.8537109,-1.478638
2227,Shalford,"Shalford, Surrey, UK",51.211585,-0.568357
2228,Shanklin,"Shanklin, Isle of Wight, UK",50.634675,-1.175199
2229,Shaw and Crompton,"Shaw and Crompton, UK",53.5831442,-2.0953755
2230,Shaw and Crompton,"Shaw and Crompton, UK",53.5831442,-2.0953755
2231,Shawford,"Shawford, Hampshire SO21, UK",51.016281,-1.334276
2232,Shawlands,"Shawlands, Glasgow, Glasgow City G43, UK",55.823309,-4.286046
2233,Sheerness-On-Sea,"Sheerness-On-Sea, Sheerness, Kent ME12, UK",51.4410627,0.7585629
2234,Sheffield,"Sheffield, South Yorkshire, UK",53.381129,-1.470085
2235,Shelford,"Shelford, Nottinghamshire NG12, UK",52.970413,-1.015633
2236,Shenfield,"Shenfield, Brentwood, Essex, UK",51.629698,0.319184
2237,Shenstone,"Shenstone, Staffordshire, UK",52.639578,-1.844023
2238,Shepherds Bush,"Shepherd's Bush, London W12, UK",51.504746,-0.22305
2239,Shepherds Bush Central,"Shepherds House, 2 Castlelaw, Penicuik, Midlothian EH26 0PB, UK",55.8601583,-3.2326384
2240,Shepherds Bush Market,"Shepherd's Bush Market, White City, London W12, UK",51.50558,-0.22635
2241,Shepherd's Well,"Shepherds Well, Shepherdswell, Kent CT15, UK",51.1884029,1.2299408
2242,Shepley,"Shepley, West Yorkshire, UK",53.58442,-1.704896
2243,Shepperton,"Shepperton, Surrey, UK",51.389617,-0.452653
2244,Shepreth,"Shepreth, Cambridgeshire SG8, UK",52.112547,0.032694
2245,Sherborne,"Sherborne, Dorset DT9, UK",50.947822,-2.5144829
2246,Sherburn-In-Elmet,"Sherburn in Elmet, North Yorkshire LS25, UK",53.796994,-1.249604
2247,Sheringham,"Sheringham, Norfolk, UK",52.944421,1.2109589
2248,Shettleston,"Shettleston, Glasgow, Glasgow City G32, UK",55.851431,-4.160531
2249,Shieldmuir,"Shieldmuir, Wishaw, North Lanarkshire ML2, UK",55.7774861,-3.9569802
2250,Shields Road,"Shields Road, Tyne and Wear, UK",54.9543169,-1.399816
2251,Shifnal,"Shifnal, Shropshire TF11, UK",52.66792,-2.3745599
2252,Shildon,"Shildon, County Durham, UK",54.633417,-1.654915
2253,Shiplake,"Shiplake, Oxfordshire RG9, UK",51.49883,-0.900405
2254,Shipley,"Shipley, West Yorkshire, UK",53.835927,-1.776978
2255,Shippea Hill,"Shippea Hill, Ely, Cambridgeshire CB7, UK",52.4302291,0.4133685
2256,Shipton,"Shipton, North Yorkshire YO30, UK",54.019576,-1.155738
2257,Shirebrook (Derbys),"Shirebrook, Derbyshire, UK",53.2019189,-1.217961
2258,Shirehampton,"Shirehampton, Bristol, City of Bristol, UK",51.489495,-2.680856
2259,Shireoaks,"Shireoaks, Nottinghamshire S81, UK",53.323384,-1.171695
2260,Shirley,"Shirley, West Midlands, UK",52.410447,-1.819373
2261,Shoeburyness,"Shoeburyness, Southend-on-Sea SS3, UK",51.531522,0.797853
2262,Sholing,"Sholing, Southampton, UK",50.9001,-1.3551
2263,Shoreditch,"Shoreditch, Taunton, Somerset TA3, UK",50.994405,-3.082239
2264,Shoreditch High Street,"Shoreditch High Street, London E1, UK",51.5234474,-0.077107
2265,Shoreham-By-Sea,"Shoreham-by-Sea, West Sussex, UK",50.8342086,-0.2715558
2266,Shoreham (Kent),"Shoreham (Kent), Sevenoaks, Kent TN14, UK",51.3322157,0.1889172
2267,Shortlands,"Shortlands, Bromley, Greater London BR2, UK",51.399212,0.004141
2268,Shotton,"Shotton, Flintshire CH5, UK",53.2133309,-3.043203
2269,Shotton Low Level,"Shotton, Flintshire CH5, UK",53.2133309,-3.043203
2270,Shotts,"Shotts, North Lanarkshire ML7, UK",55.8201295,-3.797864
2271,Shrewsbury,"Shrewsbury, Shropshire, UK",52.7073029,-2.7553268
2272,Sidcup,"Sidcup, Greater London, UK",51.4264863,0.1009392
2273,Sileby,"Sileby, Leicestershire, UK",52.729949,-1.110268
2274,Silecroft,"Silecroft, Cumbria LA18, UK",54.223614,-3.338478
2275,Silkstone Common,"Silkstone Common, South Yorkshire S75, UK",53.534694,-1.556352
2276,Silverdale,"Silverdale, Lancashire, UK",54.167465,-2.826756
2277,Silver Street,"Silver Street, London N18, UK",51.6146887,-0.067215
2278,Silvertown & City Airport,"London City Airport, London City Airport (LCY), London E16, UK",51.50341,0.04877
2279,Singer,"Singer, Clydebank, West Dunbartonshire G81, UK",55.9076644,-4.4054707
2280,Sittingbourne,"Sittingbourne, Kent, UK",51.340402,0.731596
2281,Skegness,"Skegness, Lincolnshire, UK",53.146403,0.337881
2282,Skewen,"Skewen, Neath Port Talbot, UK",51.660932,-3.841789
2283,Skipton,"Skipton, North Yorkshire, UK",53.963613,-2.0118809
2284,Slade Green,"Slade Green, Erith, Greater London DA8, UK",51.4677848,0.1905181
2285,Slaithwaite,"Slaithwaite, West Yorkshire HD7, UK",53.618498,-1.88121
2286,Slateford,"Slateford, Edinburgh, City of Edinburgh EH14, UK",55.930973,-3.238114
2287,Sleaford,"Sleaford, Lincolnshire NG34, UK",53.0003079,-0.40965
2288,Sleights,"Sleights, North Yorkshire, UK",54.450344,-0.662365
2289,Sloane Square,"Sloane Square, London SW1W 8EE, UK",51.4927684,-0.1570174
2290,Slough,"Slough, UK",51.5105384,-0.5950406
2291,Smallbrook Junction,"Smallbrook Junction, Ryde, Isle of Wight PO33, UK",50.7110893,-1.1541877
2292,Small Heath,"Small Heath, Birmingham, West Midlands B9, UK",52.474151,-1.855628
2293,Smethwick Galton Bridge,"Smethwick Galton Bridge, Smethwick, West Midlands B66, UK",52.5017945,-1.98049
2294,Smethwick Rolfe Street,"Smethwick Rolfe Street, Smethwick, West Midlands B66, UK",52.4963985,-1.9706382
2295,Smitham,"Smitham House, 127 Brighton Road, Coulsdon, Greater London CR5 2NJ, UK",51.3216576,-0.1369339
2296,Smithy Bridge,"Smithy Bridge, Littleborough OL15, UK",53.633268,-2.1135012
2297,Snaith,"Snaith, East Riding of Yorkshire DN14, UK",53.69109,-1.023942
2298,Snaresbrook,"Snaresbrook, London E11, UK",51.58068,0.02147
2299,Snodland,"Snodland, Kent, UK",51.3313,0.445068
2300,Snowdown,"Snowdown, Aylesham, Kent CT15, UK",51.2174563,1.2108959
2301,Soho Benson Road,"Soho Benson Road Station, Birmingham, West Midlands B18, UK",52.4969,-1.93115
2302,Sole Street,"Sole Street, Gravesend, Kent DA13, UK",51.3831433,0.3781258
2303,Solihull,"Solihull, West Midlands, UK",52.411811,-1.77761
2304,Somerleyton,"Somerleyton, Suffolk NR32, UK",52.515136,1.659901
2305,South Acton,"South Acton, London W3, UK",51.4996944,-0.2701345
2306,Southall,"Southall, Greater London, UK",51.511073,-0.377232
2307,Southampton Airport (Parkway),"Southampton Airport Parkway, Southampton Airport (SOU), Southampton, Hampshire SO18, UK",50.9508051,-1.3630863
2308,Southampton Central,"Southampton Central, Southampton SO15, UK",50.9074381,-1.4135874
2309,South Bank,"South Bank, London SE1, UK",51.504406,-0.1120964
2310,South Bermondsey,"South Bermondsey, London SE16, UK",51.4881348,-0.0546517
2311,Southbourne,"Southbourne, Bournemouth BH6, UK",50.7243,-1.79429
2312,Southbury,"Southbury, CT, USA",41.4793072,-73.2133715
2313,South Croydon,"South Croydon, Greater London, UK",51.357428,-0.098251
2314,South Ealing,"South Ealing, London W5, UK",51.501,-0.3074
2315,Southease,"Southease, East Sussex BN7, UK",50.830884,0.020901
2316,South Elmsall,"South Elmsall, West Yorkshire, UK",53.59673,-1.2831
2317,Southend Airport,"London Southend Airport (SEN), Southend-on-Sea, Essex SS2 6YF",51.5694679,0.7037258
2318,Southend Central,"Southend Central, Southend-on-Sea SS1, UK",51.5370666,0.711756
2319,Southend East,"Southend East, Southend-on-Sea SS1, UK",51.5389747,0.7318445
2320,Southend Victoria,"Southend Victoria, Southend-on-Sea SS2, UK",51.5415148,0.7115302
2321,Southfields,"Southfields, London SW18, UK",51.447491,-0.199689
2322,Southgate,"Southgate, Swansea, UK",51.5757809,-4.0882595
2323,South Greenford,"South Greenford, Perivale, Greater London UB6, UK",51.5337488,-0.3366817
2324,South Gyle,"South Gyle, Edinburgh, City of Edinburgh EH12, UK",55.934609,-3.306414
2325,South Hampstead,"Hampstead, London NW3, UK",51.5556715,-0.1762025
2326,South Harrow,"South Harrow, Harrow, Greater London HA2, UK",51.565344,-0.358728
2327,South Hylton,"South Hylton, Sunderland, Tyne and Wear, UK",54.904113,-1.447837
2328,South Kensington,"South Kensington, London SW7, UK",51.4941501,-0.1746853
2329,South Kenton,"South Kenton, Wembley, Greater London HA0, UK",51.5701748,-0.3084406
2330,South Merton,"South Merton, London SW20, UK",51.4029905,-0.2051329
2331,South Milford,"South Milford, North Yorkshire LS25, UK",53.77827,-1.2442979
2332,Southminster,"Southminster, Essex CM0, UK",51.662231,0.8300689
2333,Southport,"Southport, Merseyside, UK",53.645708,-3.010113
2334,South Quay,"South Quay, Isle of Dogs, London E14, UK",51.50005,-0.01611
2335,South Ruislip,"South Ruislip, Ruislip, Greater London HA4, UK",51.557321,-0.393025
2336,South Ruislip (Underground),"South Ruislip, Ruislip, Greater London HA4, UK",51.557321,-0.393025
2337,South Tottenham,"South Tottenham, London N15, UK",51.5819931,-0.0768372
2338,Southwark,"Southwark, London SE1, UK",51.502781,-0.087738
2339,Southwick,"Southwick, West Sussex, UK",50.8353139,-0.238234
2340,South Wigston,"South Wigston, Wigston, Leicestershire LE18, UK",52.580517,-1.12735
2341,South Wimbledon,"South Wimbledon, London SW19, UK",51.41531,-0.19198
2342,South Wingfield,"South Wingfield, Derbyshire DE55, UK",53.09617,-1.44045
2343,South Woodford,"South Woodford, London E18, UK",51.593384,0.020674
2344,South Woodham Ferrers,"South Woodham Ferrers, Essex, UK",51.6465,0.614665
2345,Sowerby Bridge,"Sowerby Bridge, West Yorkshire, UK",53.706709,-1.913411
2346,Spalding,"Spalding, Lincolnshire, UK",52.7901016,-0.1537024
2347,Spean Bridge,"Spean Bridge, Highland PH34, UK",56.895695,-4.915134
2348,Spital,"Spital, Highland KW1, UK",58.4662668,-3.4264992
2349,Spondon,"Spondon, Derby DE21, UK",52.9187079,-1.4044476
2350,Spooner Row,"Spooner Row, Norfolk NR18, UK",52.531307,1.087976
2351,Springburn,"Springburn, Glasgow, Glasgow City G21, UK",55.887201,-4.230802
2352,Springfield,"Springfield, MA, USA",42.1014831,-72.589811
2353,Spring Road,"Spring Road, Birmingham, West Midlands B28, UK",52.443429,-1.8373835
2354,Squires Gate,"Squires Gate, Blackpool FY4, UK",53.781783,-3.045988
2355,Stadium of Light,"Stadium of Light, Sunderland, Tyne and Wear SR5 1SU",54.914561,-1.388371
2356,Stafford,"Stafford, UK",52.806693,-2.12066
2357,Staines,"Staines-upon-Thames, Surrey, UK",51.43148,-0.515525
2358,St.Albans Abbey,"The Cathedral & Abbey Church of Saint Alban, Saint Albans, Hertfordshire AL1 1BY",51.7504588,-0.3423409
2359,St.Albans City,"Saint Albans, Hertfordshire, UK",51.752725,-0.339436
2360,Stallingborough,"Stallingborough, North East Lincolnshire, UK",53.58584,-0.186296
2361,Stalybridge,"Stalybridge, UK",53.483806,-2.0500759
2362,Stamford,"Stamford, Lincolnshire PE9, UK",52.651282,-0.480216
2363,Stamford Brook,"Stamford Brook, London W6, UK",51.49492,-0.24568
2364,Stamford Hill,"Stamford Hill, London N16, UK",51.5679868,-0.0729616
2365,St.Andrew's Road,"St Andrews Road, Bristol, City of Bristol BS11, UK",51.5127677,-2.6963175
2366,Stanford-Le-Hope,"Stanford-le-Hope, Thurrock, UK",51.514121,0.42854
2367,Stanhope,"Stanhope, County Durham DL13, UK",54.74946,-2.011302
2368,Stanlow & Thornton,"Stanlow & Thornton, Chester, Cheshire West and Chester CH2, UK",53.2783766,-2.8420513
2369,Stanmore,"Stanmore, Greater London, UK",51.616419,-0.319686
2370,St.Annes-On-The-Sea,"Saint Anne's on the Sea, Lancashire, UK",53.7587262,-3.0164238
2371,Stansted Airport,"Stansted Airport (STN), Enterprise House, Bassingbourn Rd, Stansted, Essex CM24 1QW",51.8874704,0.2382674
2372,Stansted Mountfitchet,"Stansted Mountfitchet, Essex CM24, UK",51.8978139,0.198703
2373,Staplehurst,"Staplehurst, Kent TN12, UK",51.162752,0.552848
2374,Stapleton Road,"Stapleton Road, Bristol, City of Bristol BS5, UK",51.467504,-2.5662176
2375,Starbeck,"Starbeck, Knaresborough, North Yorkshire HG2, UK",53.997288,-1.501581
2376,Starcross,"Starcross, Devon, UK",50.626973,-3.450557
2377,Star Lane,"Star Lane, London E16, UK",51.52079,0.00418
2378,St.Austell,"Saint Austell, Cornwall, UK",50.343571,-4.794703
2379,Staveley (Cumbria),"Staveley, Cumbria LA8, UK",54.377897,-2.817677
2380,St.Bees,"Saint Bees, Cumbria CA27, UK",54.489458,-3.589727
2381,St.Budeaux Ferry Road,"St Budeaux Ferry Road, Plymouth PL5, UK",50.4013768,-4.1868415
2382,St.Budeaux Victoria Road,"St Budeaux Victoria Road, Plymouth PL5, UK",50.4019953,-4.1874329
2383,St.Columb Road,"St Columb Road, Saint Columb, Cornwall TR9, UK",50.3990538,-4.9408208
2384,St.Denys,"St Denys, Southampton SO17, UK",50.9221788,-1.3877498
2385,Stechford,"Stechford, Birmingham, West Midlands B33, UK",52.48396,-1.807598
2386,Steeton & Silsden,"Steeton & Silsden, Keighley, West Yorkshire BD20, UK",53.9000445,-1.9447227
2387,St Enoch,"Saint-Énoch, 22290 Saint-Gilles-les-Bois, France",48.668579,-3.069163
2388,Stepney Green,"Stepney Green, London E1, UK",51.52186,-0.04657
2389,Stepps,"Stepps, North Lanarkshire G33, UK",55.887207,-4.147705
2390,St.Erth,"St Erth, Cornwall TR27, UK",50.166,-5.437
2391,Stevenage,"Stevenage, Hertfordshire, UK",51.903761,-0.196612
2392,Stevenston,"Stevenston, North Ayrshire, UK",55.641817,-4.76041
2393,Stewartby,"Stewartby, Bedford MK43, UK",52.070269,-0.514975
2394,Stewarton,"Stewarton, East Ayrshire KA3, UK",55.679957,-4.513587
2395,St George's,"St George's Holborn, Queen Square, London WC1N 3AH, UK",51.521034,-0.122362
2396,St George's Cross,"Saint George's, Herbert Road, Bray, Co. Wicklow, Ireland",53.203998,-6.1118179
2397,St.Germans,"St. Germans, Cornwall PL12, UK",50.3955007,-4.3104538
2398,St.Helens Central,"St Helens Central, Saint Helens, Merseyside WA10, UK",53.4531374,-2.7303037
2399,St.Helens Junction,"St Helens Junction, Saint Helens, Merseyside WA9, UK",53.43374,-2.7002585
2400,St.Helier,"Saint Helier JE2 3YA, Jersey",49.1868225,-2.1065682
2401,Stirling,"Stirling, UK",56.1165227,-3.9369029
2402,St.Ives,"St. Ives, Cornwall TR26, UK",50.2152089,-5.4777498
2403,St James Park,"St. James's Park, London SW1H, UK",51.49954,-0.13358
2404,St.James' Park,"St. James' Park, Newcastle upon Tyne, Tyne and Wear NE1 4ST",54.9754057,-1.622853
2405,St.James' Street,"Saint James' Street, Paisley, Renfrewshire PA3 2JR, UK",55.8483199,-4.428174
2406,St.John's,"St. John's, NL, Canada",47.5605413,-52.7128315
2407,St Johns Wood,"St. John's Wood, London NW8, UK",51.53452,-0.17392
2408,St.Keyne,"St Keyne, Cornwall PL14, UK",50.4166667,-4.4666667
2409,St.Leonards Warrior Square,"St Leonards Warrior Square, Saint Leonards, East Sussex TN37, UK",50.8556893,0.5603087
2410,St.Margaret's (Greater London),"Saint Margarets, Isleworth, Greater London TW1, UK",51.457939,-0.326468
2411,St.Margaret's (Hertfordshire),"Stanstead St Margarets, Hertfordshire SG12, UK",51.7879252,-0.0015246
2412,St.Mary Cray,"Saint Mary Cray, Orpington, Greater London BR5, UK",51.385993,0.113061
2413,St.Michaels,"St Michaels, Liverpool, Merseyside L17, UK",53.3756144,-2.9527982
2414,St.Neots,"Saint Neots, Cambridgeshire PE19, UK",52.2280945,-0.2715215
2415,Stockport,"Stockport, UK",53.406754,-2.158843
2416,Stocksfield,"Stocksfield, Northumberland NE43, UK",54.947653,-1.906376
2417,Stocksmoor,"Stocksmoor, West Yorkshire HD4, UK",53.5938249,-1.7259922
2418,Stockton,"Stockton, CA, USA",37.9577016,-121.2907796
2419,Stockwell,"Stockwell, London SW9, UK",51.468813,-0.125439
2420,Stoke Mandeville,"Stoke Mandeville, Buckinghamshire, UK",51.786027,-0.791595
2421,Stoke Newington,"Stoke Newington, London Borough of Hackney, London N16, UK",51.559298,-0.083083
2422,Stoke-On-Trent,"Stoke-on-Trent, UK",53.002668,-2.179404
2423,Stone,"Mirond Lake, Division No. 18, Unorganized, SK S0P, Canada",55.1041222,-102.7701482
2424,Stonebridge Park,"Stonebridge Park, London NW10, UK",51.5440331,-0.27601
2425,Stone Crossing,"Stone Crossing, Dartford, Kent DA9, UK",51.4513283,0.2637994
2426,Stonegate,"Stonegate, East Sussex TN5, UK",51.032643,0.377399
2427,Stonehaven,"Stonehaven, Aberdeenshire, UK",56.963661,-2.209288
2428,Stonehouse,"Stonehouse, Gloucestershire GL10, UK",51.743881,-2.279028
2429,Stoneleigh,"Stoneleigh, Warwickshire CV8, UK",52.352113,-1.517514
2430,Stourbridge Junction,"Stourbridge Junction, Stourbridge, West Midlands DY9, UK",52.4475545,-2.1338703
2431,Stourbridge Town,"Stourbridge, West Midlands, UK",52.456891,-2.148731
2432,Stowmarket,"Stowmarket, Suffolk IP14, UK",52.188902,0.997712
2433,St Pancras International,"St Pancras International (Stop A), London NW1, UK",51.529247,-0.125678
2434,St Pancras International (Ctrl),"International House, 16 Priestley Way, London NW2 7AP, UK",51.5700686,-0.2381947
2435,St Pauls,"St. Paul's Cathedral, St. Paul's Churchyard, London EC4M 8AD, UK",51.5138453,-0.0983506
2436,St Paul's,"St. Paul's Cathedral, St. Paul's Churchyard, London EC4M 8AD, UK",51.5138453,-0.0983506
2437,St Peters,"St. Peters, MO, USA",38.7874699,-90.6298922
2438,Stranraer,"Stranraer, Dumfries and Galloway, UK",54.903367,-5.024055
2439,Stratford,"Stratford, London E15, UK",51.54327,-0.00187
2440,Stratford (DLR),"Stratford, London E15, UK",51.54327,-0.00187
2441,Stratford High Street,"Stratford High Street, London E15, UK",51.5382,-0.00105
2442,Stratford International,"Stratford International, London E20, UK",51.5448284,-0.0087498
2443,Stratford (Underground),"Stratford Underground Station, London E15 1BB, UK",51.5436184,0.0019717
2444,Stratford-Upon-Avon,"Stratford-upon-Avon, Warwickshire CV37, UK",52.19173,-1.708298
2445,Strathcarron,"Strathcarron, Highland IV54, UK",57.424497,-5.428393
2446,Strawberry Hill,"Strawberry Hill, Twickenham, Greater London TW2, UK",51.4396739,-0.339603
2447,Streatham,"Streatham, London SW16, UK",51.431183,-0.131745
2448,Streatham Common,"Streatham Common, London SW16, UK",51.4187281,-0.1359838
2449,Streatham Hill,"Streatham Hill, London, UK",51.444849,-0.124931
2450,Streethouse,"Streethouse, West Yorkshire, UK",53.675677,-1.410968
2451,Strines,"Strines, Marple SK22, UK",53.37795,-2.043905
2452,Stromeferry,"Stromeferry, Highland IV53, UK",57.352444,-5.551392
2453,Strood,"Strood, Rochester, Medway ME2, UK",51.39247,0.478497
2454,Stroud,"Stroud, Gloucestershire, UK",51.745734,-2.217758
2455,Sturry,"Sturry, Kent, UK",51.303576,1.121071
2456,Styal,"Styal, Cheshire East SK9, UK",53.35018,-2.251748
2457,Sudbury,"Greater Sudbury, ON, Canada",46.49,-81.01
2458,Sudbury & Harrow Road,"Sudbury & Harrow Road, Wembley, Greater London HA0, UK",51.5543984,-0.3154453
2459,Sudbury Hill,"Sudbury Hill, Harrow, Greater London UB6, UK",51.55695,-0.33641
2460,Sudbury Hill Harrow,"Sudbury Hill, Harrow, Greater London UB6, UK",51.55695,-0.33641
2461,Sudbury Town,"Greater Sudbury, ON, Canada",46.49,-81.01
2462,Sugar Loaf,"Sugar Loaf, Brecon Beacons National Park, Abergavenny, Monmouthshire NP7, UK",51.8627222,-3.0578611
2463,Summerston,"Summerston, Glasgow, Glasgow City G20, UK",55.8988291,-4.2915238
2464,Sunbury,"Sunbury, Surrey TW16, UK",51.403928,-0.412932
2465,Sunderland,"Sunderland, Tyne and Wear, UK",54.906869,-1.383801
2466,Sundridge Park,"Sundridge Park, Bromley, Greater London BR1, UK",51.4137795,0.0214724
2467,Sunningdale,"Sunningdale, Windsor and Maidenhead SL5, UK",51.398353,-0.629905
2468,Sunnymeads,"Sunnymeads, Wraysbury, Windsor and Maidenhead TW19, UK",51.4702876,-0.5593562
2469,Surbiton,"Surbiton, Greater London, UK",51.39401,-0.302662
2470,Surrey Quays,"Surrey Quays, London SE16, UK",51.4931956,-0.0474923
2471,Sutton Coldfield,"Sutton Coldfield, West Midlands, UK",52.570385,-1.824042
2472,Sutton Common,"Sutton Common, Sutton, Greater London SM1, UK",51.3748879,-0.1963175
2473,Sutton Park,"Sutton Park, Blunsdon, Swindon SN26 7BB, UK",51.6121158,-1.7781562
2474,Sutton Parkway,"Sutton Parkway, Kirkby in Ashfield, Nottinghamshire NG17, UK",53.1141094,-1.2455658
2475,Sutton (Surrey),"Sutton, Greater London, UK",51.3614279,-0.193961
2476,Swale,"The Swale, Kent, UK",51.3583051,0.8576381
2477,Swanley,"Swanley, Kent, UK",51.396531,0.177326
2478,Swanscombe,"Swanscombe, Kent DA10, UK",51.4454097,0.3054348
2479,Swansea,"Swansea, UK",51.62144,-3.943646
2480,Swanwick,"Swanwick, Derbyshire, UK",53.075394,-1.39816
2481,Sway,"Sway, Hampshire, UK",50.783928,-1.607339
2482,Swaythling,"Swaythling, Southampton SO18, UK",50.937621,-1.37437
2483,Swinderby,"Swinderby, Lincolnshire LN6, UK",53.156307,-0.703306
2484,Swindon,"Swindon, UK",51.5557739,-1.7797176
2485,Swineshead,"Swineshead, Lincolnshire PE20, UK",52.946095,-0.162996
2486,Swinton (Greater Manchester),"Swinton, UK",53.511443,-2.3462325
2487,Swinton (South Yorkshire),"Swinton, South Yorkshire, UK",53.488529,-1.317519
2488,Swiss Cottage,"Swiss Cottage, London NW3, UK",51.54368,-0.17487
2489,Sydenham,"Sydenham, Oxfordshire OX39, UK",51.712299,-0.939737
2490,Sydenham Hill,"Sydenham Hill, London SE21, UK",51.4327122,-0.0803136
2491,Syon Lane,"Syon Lane, Isleworth, Greater London TW7, UK",51.4817833,-0.3248201
2492,Syston,"Syston, Leicestershire LE7, UK",52.699259,-1.072792
2493,Tackley,"Tackley, Oxfordshire OX5, UK",51.880451,-1.310914
2494,Tadworth,"Tadworth, Surrey KT20, UK",51.2915536,-0.2343958
2495,Taffs Well,"Taff's Well, Cardiff CF15, UK",51.545383,-3.27196
2496,Tain,"Tain, Highland KW14, UK",58.578771,-3.33238
2497,Talsarnau,"Talsarnau, Gwynedd LL47, UK",52.904127,-4.062969
2498,Talybont,"Talybont-on-Usk, Powys LD3, UK",51.896431,-3.290984
2499,Tal-y-Cafn,"Tal-Y-Cafn, Colwyn Bay, Conwy LL28, UK",53.2283776,-3.8182674
2500,Tame Bridge Parkway,"Tame Bridge Parkway, West Bromwich, West Midlands WS10, UK",52.5529463,-1.9762061
2501,Tamworth Low Level,"Tamworth, Staffordshire, UK",52.633584,-1.691032
2502,Taplow,"Taplow, Buckinghamshire, UK",51.532169,-0.68796
2503,Tattenham Corner,"Tattenham Corner, Epsom, Surrey KT18, UK",51.311497,-0.243317
2504,Taunton,"Taunton, Somerset, UK",51.015344,-3.106849
2505,Taynuilt,"Taynuilt, Argyll and Bute PA35, UK",56.429137,-5.239309
2506,Teddington,"Teddington, Greater London, UK",51.426799,-0.331342
2507,Tees-Side Airport,"Teesside Airport, Darlington DL2, UK",54.5181425,-1.4253222
2508,Teignmouth,"Teignmouth, Devon, UK",50.547033,-3.496688
2509,Telford Central,"Telford Central, Telford, Telford and Wrekin TF3, UK",52.6811207,-2.4409697
2510,Temple,"Temple, TX, USA",31.0982344,-97.342782
2511,Templecombe,"Templecombe, Somerset BA8, UK",50.9960639,-2.415668
2512,Tenby,"Tenby, Pembrokeshire, UK",51.672738,-4.703579
2513,Teynham,"Teynham, Kent ME9, UK",51.329413,0.804532
2514,Thames Ditton,"Thames Ditton, Surrey, UK",51.389686,-0.339189
2515,Thatcham,"Thatcham, West Berkshire, UK",51.405805,-1.266468
2516,Thatto Heath,"Thatto Heath, Saint Helens, Merseyside WA9, UK",53.433622,-2.748378
2517,Theale,"Theale, West Berkshire RG7, UK",51.440563,-1.074725
2518,The Crescent,"The Crescent, Plymouth PL1, UK",50.3689364,-4.1482103
2519,The Hawthorns,"The Hawthorns, Smethwick, West Midlands B71, UK",52.5053866,-1.9640027
2520,The Hawthorns (Tram),"The Hawthorns, Hereford, Herefordshire HR2 6SL, UK",52.038679,-2.7141719
2521,The Lakes,"Al-Buhayrat, South Sudan",6.6030799,29.9740534
2522,Theobalds Grove,"Theobalds Grove, Waltham Cross, Hertfordshire EN8, UK",51.6924578,-0.034805
2523,Therapia Lane,"Therapia Lane, Croydon, Greater London CR0 4TR, UK",51.3851641,-0.1341829
2524,The Royal,"Royal, 33840 Captieux, France",44.3214254,-0.2433774
2525,Thetford,"Thetford, Norfolk, UK",52.412856,0.751657
2526,Theydon Bois,"Theydon Bois, Essex, UK",51.672497,0.09447
2527,Thirsk,"Thirsk, North Yorkshire YO7, UK",54.233849,-1.341377
2528,Thornaby,"Thornaby, UK",54.5403076,-1.2936359
2529,Thorne North,"Thorne North, Thorne, South Yorkshire DN8, UK",53.6160814,-0.9723355
2530,Thorne South,"Thorne South, Thorne, South Yorkshire DN8, UK",53.6033483,-0.9551143
2531,Thornford,"Thornford, Dorset DT9, UK",50.915802,-2.561658
2532,Thornhill,"Thornhill, ON, Canada",43.8161111,-79.4244444
2533,Thornliebank,"Thornliebank, East Renfrewshire G46, UK",55.804662,-4.317434
2534,Thornton Abbey,"Thornton Abbey, Ulceby, North Lincolnshire DN39, UK",53.6543224,-0.3230274
2535,Thorntonhall,"Thorntonhall, South Lanarkshire G74, UK",55.768385,-4.24663
2536,Thornton Heath,"Thornton Heath, Greater London, UK",51.396747,-0.105523
2537,Thorpe Bay,"Thorpe Bay, Southend-on-Sea SS1, UK",51.533718,0.7611019
2538,Thorpe Culvert,"Thorpe Culvert, Skegness, Lincolnshire PE24, UK",53.1231172,0.1994189
2539,Thorpe-le-Soken,"Thorpe-le-Soken, Essex, UK",51.857095,1.161803
2540,Three Bridges,"Three Bridges, Crawley, West Sussex RH10, UK",51.1182866,-0.1640654
2541,Three Oaks,"Three Oaks, MI 49128, USA",41.7986545,-86.6105778
2542,Thurgarton,"Thurgarton, Nottinghamshire NG14, UK",53.037233,-0.962559
2543,Thurnscoe,"Thurnscoe, South Yorkshire, UK",53.546071,-1.315757
