Id,Station,Address,Latitude,Longitude
766,Disley,"Disley, Cheshire East, UK",53.35833,-2.042044
767,Diss,"Diss, Norfolk, UK",52.376491,1.108394
768,Dockyard,"Dockyard, Clock Tower Shopping Mall, Bermuda",32.3252185,-64.8345923
769,Dodworth,"Dodworth, South Yorkshire, UK",53.540062,-1.524437
770,Dolau,"Dolau, Powys LD1, UK",52.292138,-3.258049
771,Doleham,"Doleham, Hastings, East Sussex TN35, UK",50.9185826,0.6100044
772,Dolgarrog,"Dolgarrog, Conwy LL32, UK",53.185394,-3.842482
773,Dollis Hill,"Dollis Hill, London NW10, UK",51.55196,-0.23904
774,Dolwyddelan,"Dolwyddelan, Conwy LL25, UK",53.053941,-3.886577
775,Doncaster,"Doncaster, South Yorkshire, UK",53.52282,-1.128462
776,Dorchester South,"Dorchester South, Dorchester, Dorset DT1, UK",50.7092808,-2.4372405
777,Dorchester West,"Dorchester West, Dorchester, Dorset DT1, UK",50.7109425,-2.4425388
778,Dore,"Dore, Sheffield, South Yorkshire S17, UK",53.3273877,-1.5397674
779,Dorking,"Dorking, Surrey, UK",51.232202,-0.332378
780,Dorking West,"Dorking West, Dorking, Surrey RH4, UK",51.2362218,-0.3399556
781,Dormans,"Dormans, Lingfield, Surrey RH7, UK",51.1557867,-0.004281
782,Dorridge,"Dorridge, West Midlands, UK",52.370734,-1.761667
783,Dove Holes,"Dove Holes, Derbyshire SK17, UK",53.2984129,-1.891299
784,Dovercourt,"Dovercourt, Harwich, Essex CO12, UK",51.929604,1.2663819
785,Dover Priory,"Dover Priory, Dover, Kent CT17, UK",51.1257055,1.3053254
786,Dovey Junction,"Dovey Junction, Machynlleth, Powys SY20, UK",52.5643724,-3.9239108
787,Downham Market,"Downham Market, Norfolk, UK",52.606612,0.385472
788,Drayton Green,"Drayton Green, London W7, UK",51.5166157,-0.3301718
789,Drayton Park,"Drayton Park, London N5, UK",51.5527705,-0.1054826
790,Drem,"Drem, East Lothian EH39, UK",56.009091,-2.78554
791,Driffield,"Driffield, East Riding of Yorkshire YO25, UK",54.005996,-0.443377
792,Droitwich Spa,"Droitwich Spa, Worcestershire WR9, UK",52.2688661,-2.1445949
793,Dronfield,"Dronfield, Derbyshire S18, UK",53.302279,-1.467959
794,Drumchapel,"Drumchapel, Glasgow, Glasgow City G15, UK",55.910752,-4.376152
795,Drumfrochar,"Drumfrochar, Greenock, Inverclyde PA15, UK",55.94124,-4.7747461
796,Drumgelloch,"Drumgelloch, Airdrie, North Lanarkshire ML6, UK",55.8673481,-3.9488715
797,Drumry,"Drumry, Clydebank, West Dunbartonshire G81, UK",55.9073769,-4.3955541
798,Duddeston,"Duddeston, West Midlands B7, UK",52.4891,-1.8826
799,Dudley Port,"Dudley Port, Tipton, West Midlands DY4, UK",52.524665,-2.0494738
800,Dudley Street,"Dudley Street, West Melbourne VIC 3003, Australia",-37.8101214,144.9499082
801,Duffield,"Duffield, Derbyshire DE56, UK",52.984696,-1.487313
802,Duirinish,"Duirinish, Highland IV40, UK",57.317601,-5.679396
803,Duke Street,"Duke Street, Londonderry, Derry BT47 6DQ, UK",54.9909086,-7.3140535
804,Dullatur,"Dullatur, North Lanarkshire G68, UK",55.967112,-4.004761
805,Dullingham,"Dullingham, Cambridgeshire CB8, UK",52.195133,0.383761
806,Dumbarton Central,"Dumbarton Central, Broadmeadow Industrial Estate, Dumbarton, West Dunbartonshire G82, UK",55.9466469,-4.566903
807,Dumbarton East,"Dumbarton East, Dumbarton, West Dunbartonshire G82, UK",55.942239,-4.5541193
808,Dumbreck,"Dumbreck, Glasgow, Glasgow City G41, UK",55.836178,-4.304512
809,Dumfries,"Dumfries, Dumfries and Galloway, UK",55.070859,-3.60512
810,Dumpton Park,"Dumpton Park, Ramsgate, Kent CT11, UK",51.3457052,1.4258447
811,Dunbar,"Dunbar, East Lothian, UK",56.002087,-2.516737
812,Dunblane,"Dunblane, Stirling FK15, UK",56.183877,-3.967449
813,Dunbridge,"Dunbridge, Hampshire SO51, UK",51.035297,-1.548544
814,Duncraig,"Duncraig WA, Australia",-31.8341204,115.7835905
815,Dundee,"Dundee, Dundee City, UK",56.462018,-2.970721
816,Dundonald Road,"Dundonald Road, Wimbledon, London SW19, UK",51.41755,-0.20765
817,Dunfermline,"Dunfermline, Fife, UK",56.071741,-3.452151
818,Dunfermline Queen Margaret,"Dunfermline Queen Margaret, Dunfermline, Fife KY12, UK",56.0805681,-3.421465
819,Dunkeld & Birnam,"Birnam, Perth and Kinross PH8, UK",56.55805,-3.576425
820,Dunlop,"Dunlop, East Ayrshire KA3, UK",55.712608,-4.532135
821,Dunrobin Castle,"Dunrobin Castle, Golspie, Sutherland KW10 6SF, UK",57.9816646,-3.9455905
822,Dunton Green,"Dunton Green, Kent, UK",51.293989,0.168881
823,Durham,"Durham, County Durham, UK",54.77525,-1.584852
824,Durrington-On-Sea,"Durrington-On-Sea, Goring-by-Sea, Worthing, West Sussex BN12, UK",50.8175181,-0.4114437
825,Dyce,"Dyce, Aberdeen City, UK",57.203514,-2.190188
826,Dyffryn Ardudwy,"Dyffryn Ardudwy, Snowdonia National Park, Dyffryn Ardudwy, Gwynedd LL44, UK",52.7888659,-4.1046505
827,Eaglescliffe,"Egglescliffe, Stockton-on-Tees TS16, UK",54.512614,-1.355031
828,Ealing Broadway,"Broadway, London, UK",51.5102289,-0.3243575
829,Ealing Broadway (Underground),"Broadway, London, UK",51.5102289,-0.3243575
830,Ealing Common,"Ealing Common, London W5, UK",51.51014,-0.28824
831,Earlestown,"Earlestown, Newton-le-Willows, Merseyside WA12, UK",53.452247,-2.659147
832,Earley,"Earley, Wokingham, UK",51.4308125,-0.9211178
833,Earls Court,"Earls Court, London SW5, UK",51.4903405,-0.1958622
834,Earlsfield,"Earlsfield, London SW18, UK",51.4419714,-0.1876738
835,Earlswood (Surrey),"Earlswood (Surrey), Redhill, Surrey RH1, UK",51.2273249,-0.170797
836,Earlswood (West Midlands),"Earlswood, Warwickshire, UK",52.365569,-1.831061
837,East Acton,"East Acton, White City, London W12, UK",51.51661,-0.24723
838,East Boldon,"East Boldon, Tyne and Wear, UK",54.943156,-1.422718
839,East Boldon (Metro),"East Boldon, East Boldon Metro (N-bound), East Boldon, Tyne and Wear NE36, UK",54.94655,-1.42176
840,Eastbourne,"Eastbourne, East Sussex, UK",50.768035,0.290472
841,Eastbrook,"Eastbrook, Dinas Powys, Vale of Glamorgan CF64, UK",51.4376339,-3.2061467
842,Eastcote,"Eastcote, Pinner, Greater London HA5, UK",51.58225,-0.39658
843,East Croydon,"East Croydon, Croydon, Greater London CR0, UK",51.37486,-0.09239
844,East Croydon (Tram),"Therapia Lane Tram Depot (Stop), Croydon, Greater London CR0, UK",51.387028,-0.1347
845,East Didsbury,"East Didsbury, Manchester M20, UK",53.4093227,-2.2219952
846,East Dulwich,"East Dulwich, London Borough of Southwark, London, UK",51.4543339,-0.074029
847,Easterhouse,"Easterhouse, Glasgow, Glasgow City G34, UK",55.864597,-4.113792
848,East Farleigh,"East Farleigh, Kent, UK",51.251788,0.484321
849,East Finchley,"East Finchley, London N2, UK",51.58713,-0.16499
850,East Garforth,"Garforth, West Yorkshire, UK",53.792149,-1.389877
851,East Grinstead,"East Grinstead, West Sussex, UK",51.128742,-0.014468
852,East Ham,"East Ham, London E6, UK",51.528737,0.055472
853,Eastham Rake,"Eastham Rake, Birkenhead, Merseyside CH62, UK",53.3075528,-2.9811321
854,East India,"East India, Poplar, London E14, UK",51.50936,-0.0023
855,East Kilbride,"East Kilbride, South Lanarkshire, UK",55.7643524,-4.1769988
856,Eastleigh,"Eastleigh, Hampshire, UK",50.967182,-1.374688
857,East Malling,"East Malling, Kent, UK",51.287435,0.440026
858,East Midlands Parkway,"East Midlands Parkway, Nottingham, Nottinghamshire NG11, UK",52.8633626,-1.2631081
859,East Putney,"East Putney, London SW15, UK",51.4592,-0.21098
860,East Tilbury,"East Tilbury, Thurrock, UK",51.465666,0.429357
861,East Worthing,"East Worthing, Worthing, West Sussex BN14, UK",50.8216358,-0.3548678
862,Ebbsfleet International,"Ebbsfleet International, Gravesend, Kent DA11, UK",51.4429712,0.3209502
863,Ebbw Vale Parkway,"Ebbw Vale Parkway, Ebbw Vale, Blaenau Gwent NP23, UK",51.7571458,-3.1961116
864,Eccles,"Eccles, UK",53.482449,-2.340598
865,Eccles Road,"Eccles Road, Norwich, Norfolk NR16, UK",52.4709033,0.969942
866,Eccleston Park,"Saint Helens Road, Eccleston Park, Prescot, Merseyside, UK",53.4342327,-2.7902079
867,Edale,"Edale, Derbyshire S33, UK",53.367226,-1.818237
868,Edenbridge,"Edenbridge, Kent TN8, UK",51.196259,0.065451
869,Edenbridge Town,"Edenbridge, Kent TN8, UK",51.196259,0.065451
870,Eden Park,"Eden Park, Beckenham, Greater London BR3, UK",51.3900886,-0.0263286
871,Edge Hill,"Edge Hill, Liverpool, Merseyside L7, UK",53.4026312,-2.9464828
872,Edgware,"Edgware, Greater London, UK",51.615786,-0.262034
873,Edgware Road,"Edgware Road, London, UK",51.518915,-0.1684662
874,Edinburgh,"Edinburgh, City of Edinburgh, UK",55.953252,-3.188267
875,Edinburgh Park,"Edinburgh Park, Edinburgh, City of Edinburgh EH12, UK",55.9275441,-3.3076628
876,Edmonton Green,"Edmonton Green, London N9, UK",51.624929,-0.0610873
877,Effingham Junction,"Effingham Junction, East Horsley, Surrey KT24, UK",51.2914916,-0.4199425
878,Eggesford,"Eggesford, Devon, UK",50.8701196,-3.8699594
879,Egham,"Egham, Surrey, UK",51.428825,-0.547876
880,Egton,"Egton, North Yorkshire YO21, UK",54.448889,-0.753408
881,Elephant And Castle,"Elephant and Castle, London SE1, UK",51.494345,-0.100733
882,Elephant & Castle,"Elephant & Castle, London SE1, UK",51.49453,-0.10058
883,Elgin,"Elgin, Moray IV30, UK",57.649454,-3.318485
884,Ellesmere Port,"Ellesmere Port, Cheshire West and Chester, UK",53.279812,-2.897404
885,Elmers End,"Elmers End, Beckenham, Greater London BR3, UK",51.398893,-0.04345
886,Elm Park,"Elm Park, Hornchurch, Greater London RM12, UK",51.5461215,0.2031612
887,Elmstead Woods,"Elmstead Woods, Chislehurst, Greater London BR7, UK",51.4171158,0.0442999
888,Elmswell,"Elmswell, Suffolk IP30, UK",52.236946,0.912511
889,Elsecar,"Elsecar, South Yorkshire, UK",53.496778,-1.414144
890,Elsenham,"Elsenham, Essex CM22, UK",51.914461,0.237391
891,Elstree & Borehamwood,"Elstree & Borehamwood, Borehamwood, Hertfordshire WD6, UK",51.6528876,-0.2797754
892,Eltham,"Eltham, New Zealand",-39.4304603,174.2993428
893,Elton & Orston,"Elton & Orston, Nottingham, Nottinghamshire NG13, UK",52.9521557,-0.8555073
894,Elverson Road,"Elverson Road, London SE8, UK",51.46907,-0.0167
895,Ely,"Ely, Cambridgeshire, UK",52.399539,0.262363
896,Embankment,"Embankment, London WC2N, UK",51.50706,-0.12264
897,Emerson Park,"Emerson Park, Hornchurch, Greater London RM11, UK",51.5686424,0.2201398
898,Emirates Royal Docks,"Emirates Royal Docks, London E16, UK",51.50777,0.01768
899,Emsworth,"Emsworth, Hampshire, UK",50.848132,-0.937928
900,Enfield Chase,"Enfield Chase, Enfield, Greater London EN2, UK",51.653255,-0.0906696
901,Enfield Lock,"Enfield Lock, Enfield, Greater London EN3, UK",51.6709227,-0.0285061
902,Enfield Town,"Enfield, Greater London, UK",51.654465,-0.081814
903,Entwistle,"Entwistle, AB T0E, Canada",53.591125,-114.989931
904,Epping,"Epping, Essex CM16, UK",51.700328,0.108655
905,Epsom,"Epsom, Surrey, UK",51.336036,-0.267382
906,Epsom Downs,"Epsom Downs, Sandton, South Africa",-26.0420738,28.0120215
907,Erdington,"Erdington, Birmingham, West Midlands B24, UK",52.521042,-1.840395
908,Eridge,"Eridge, Rotherfield, East Sussex TN3, UK",51.0889611,0.2014594
909,Erith,"Erith, Greater London, UK",51.480818,0.174675
910,Esher,"Esher, Surrey, UK",51.369487,-0.365927
911,Essex Road,"Essex Road, London N1, UK",51.5407057,-0.0962496
912,Etchingham,"Etchingham, East Sussex TN19, UK",51.008992,0.438366
913,Etruria,"Etruria, Stoke-on-Trent ST1, UK",53.023955,-2.19388
914,Euston,"London Euston, London NW1, UK",51.5281365,-0.133898
915,Euston Square,"Euston Square, London NW1, UK",51.5256,-0.1358
916,Euxton Balshaw Lane,"Euxton Balshaw Lane, Euxton, Lancashire PR7, UK",53.6604941,-2.6720206
917,Evesham,"Evesham, Worcestershire WR11, UK",52.092149,-1.94677
918,Ewell East,"Ewell East, Epsom, Surrey KT17, UK",51.3452968,-0.2415047
919,Ewell West,"Ewell West, Epsom, Surrey KT17, UK",51.3500419,-0.256962
920,Exeter Central,"Exeter Central, Exeter, Devon EX4, UK",50.7264718,-3.533291
921,Exeter St. David's,"Exeter St Davids, Exeter, Devon EX4, UK",50.7292626,-3.5433009
922,Exeter St. Thomas,"Exeter St Thomas, Exeter, Devon EX4, UK",50.7171351,-3.538851
923,Exhibition Centre Glasgow,"Exhibition Centre (Glasgow), Glasgow, Glasgow City G3, UK",55.8615444,-4.283574
924,Exmouth,"Exmouth, Devon, UK",50.619957,-3.413702
925,Exton,"Exton, PA, USA",40.0325817,-75.6274583
926,Eynsford,"Eynsford, Kent DA4, UK",51.366456,0.211539
927,Failsworth,"Failsworth, UK",53.508131,-2.164444
928,Fairbourne,"Fairbourne, Gwynedd LL38, UK",52.696651,-4.054346
929,Fairfield,"Fairfield, CA, USA",38.2493581,-122.0399663
930,Fairlie,"Fairlie, New Zealand",-44.0991203,170.8291141
931,Fairlop,"Fairlop, Ilford, Greater London IG6, UK",51.59562,0.09103
932,Fairwater,"Fairwater, Cardiff, UK",51.4939443,-3.2426565
933,Falconwood,"Falconwood, London SE9, UK",51.459153,0.0793312
934,Falkirk Grahamston,"Falkirk Grahamston, Falkirk FK1, UK",56.0026075,-3.785039
935,Falkirk High,"Falkirk High, Falkirk FK1, UK",55.9918092,-3.7922361
936,Falls Of Cruachan,"Falls of Cruachan, Dalmally, Argyll and Bute PA33, UK",56.393869,-5.1124565
937,Falmer,"Falmer, East Sussex BN1, UK",50.8639282,-0.0806349
938,Falmouth Docks,"Falmouth Docks, Falmouth, Cornwall TR11, UK",50.1506932,-5.0560745
939,Falmouth Town,"Falmouth, Cornwall, UK",50.152571,-5.06627
940,Fareham,"Fareham, Hampshire, UK",50.8548464,-1.1865868
941,Farnborough (Main),"Farnborough (Main), Farnborough, Hampshire GU14, UK",51.2966032,-0.7557079
942,Farnborough North,"Farnborough North, Farnborough, Hampshire GU14, UK",51.3020428,-0.7430094
943,Farncombe,"Farncombe, Godalming, Surrey GU7, UK",51.197685,-0.602646
944,Farnham,"Farnham, Surrey, UK",51.214321,-0.798802
945,Farningham Road,"Farningham Road, Sutton at Hone, Kent DA4, UK",51.4016637,0.2354799
946,Farnworth,"Farnworth, UK",53.545838,-2.40396
947,Farringdon,"Farringdon, London EC1M, UK",51.5201672,-0.1051787
948,Fauldhouse,"Fauldhouse, West Lothian EH47, UK",55.827606,-3.7093
949,Faversham,"Faversham, Kent ME13, UK",51.315994,0.889358
950,Faygate,"Faygate, West Sussex RH12, UK",51.093344,-0.262954
951,Fazakerley,"Fazakerley, Liverpool, Merseyside L9, UK",53.46119,-2.926989
952,Fearn,"Fearn, Highland IV20, UK",57.772191,-3.952938
953,Featherstone,"Featherstone, West Yorkshire, UK",53.674814,-1.356949
954,Felixstowe,"Felixstowe, Suffolk, UK",51.961726,1.351255
955,Fellgate,"Fellgate, Jarrow, Tyne and Wear NE32, UK",54.9534417,-1.4908073
956,Feltham,"Feltham, Greater London, UK",51.444148,-0.410772
957,Fenchurch Street,"Fenchurch Street, London EC3M, UK",51.5120551,-0.0803931
958,Feniton,"Feniton, Devon EX14, UK",50.7846819,-3.272552
959,Fenny Stratford,"Fenny Stratford, Bletchley, Milton Keynes MK2, UK",51.997973,-0.722885
960,Fernhill,"Fernhill, Rutherglen, South Lanarkshire G73, UK",55.8055556,-4.2052778
961,Ferriby,"Ferriby, North Ferriby, East Riding of Yorkshire HU14, UK",53.7171721,-0.5078354
962,Ferryside,"Ferryside, Carmarthenshire, UK",51.767649,-4.3688969
963,Ffairfach,"Ffairfach, Carmarthenshire SA19, UK",51.875086,-3.993773
964,Fieldway,"Fieldway, Croydon, Greater London CR0, UK",51.35132,-0.02451
965,Filey,"Filey, North Yorkshire, UK",54.210076,-0.290594
966,Filton Abbey Wood,"Filton Abbeywood, Stoke Gifford, South Gloucestershire BS34, UK",51.5049359,-2.5624319
967,Finchley Central,"Finchley Central, London N3, UK",51.60092,-0.1925
968,Finchley Road,"Finchley Road, London, UK",51.5636538,-0.196933
969,Finchley Road & Frognal,"Finchley Road & Frognal, London NW3, UK",51.5502665,-0.1831152
970,Finsbury Park,"Finsbury Park, London N4, UK",51.563296,-0.107435
971,Finsbury Park (Underground),"Finsbury Park, London N4, UK",51.563296,-0.107435
972,Finstock,"Finstock, Oxfordshire OX7, UK",51.846142,-1.474956
973,Fishbourne,"Fishbourne, West Sussex PO18, UK",50.836429,-0.820257
974,Fishersgate,"Fishersgate, Portslade, West Sussex BN41, UK",50.8342263,-0.2193955
975,Fishguard Harbour,"Fishguard Harbour, Goodwick, Pembrokeshire SA64, UK",52.0115571,-4.9856702
976,Fiskerton,"Fiskerton, Lincolnshire LN3, UK",53.234525,-0.428062
977,Fitzwilliam,"Fitzwilliam, NH, USA",42.7806396,-72.141749
978,Five Ways,"Five Ways, Birmingham, West Midlands B15, UK",52.4711079,-1.9129491
979,Fleet,"Fleet, Hampshire, UK",51.277283,-0.842655
980,Flimby,"Flimby, Cumbria, UK",54.686798,-3.515417
981,Flitwick,"Flitwick, Central Bedfordshire MK45, UK",52.0043665,-0.4964708
982,Flixton,"Flixton, Urmston M41, UK",53.4426381,-2.3846163
983,Flowery Field,"Flowery Field, Hyde SK14, UK",53.4618691,-2.0810527
984,Folkestone Central,"Folkestone Central, Folkestone, Kent CT19, UK",51.0828895,1.1695146
985,Folkestone West,"Folkestone West, Folkestone, Kent CT20, UK",51.0845881,1.1539355
986,Ford,"Ford, KS, USA",37.6540069,-99.8124935
987,Forest Gate,"Forest Gate, London E7, UK",51.545791,0.024397
988,Forest Hill,"Forest Hill, London SE23, UK",51.4392781,-0.0531312
989,Formby,"Formby, Merseyside, UK",53.558271,-3.068743
990,Forres,"Forres, Moray IV36, UK",57.609791,-3.61998
991,Forsinard,"Forsinard, Highland KW13, UK",58.36679,-3.8954912
992,Fort Matilda,"Fort Matilda, Greenock, Inverclyde PA16, UK",55.9590229,-4.7952473
993,Fort William,"Fort William, Highland, UK",56.819817,-5.105218
994,Four Oaks,"Four Oaks, NC 27524, USA",35.4448836,-78.4269489
995,Foxfield,"Foxfield, Cumbria LA20, UK",54.258559,-3.214541
996,Foxton,"Foxton, Cambridgeshire, UK",52.114938,0.058251
997,Frant,"Frant, East Sussex TN3, UK",51.096314,0.268194
998,Fratton,"Fratton, Portsmouth, UK",50.8008,-1.0711
999,Freshfield,"Freshfield, Formby, Merseyside L37, UK",53.5660677,-3.071827
1000,Freshford,"Freshford, Bath and North East Somerset BA2, UK",51.338321,-2.305724
1001,Frimley,"Frimley, Surrey, UK",51.316221,-0.743239
1002,Frinton,"Frinton-on-Sea, Essex, UK",51.830433,1.247224
1003,Frizinghall,"Frizinghall, Bradford, West Yorkshire BD2, UK",53.8203831,-1.7690048
1004,Frodsham,"Frodsham, Cheshire West and Chester WA6, UK",53.297083,-2.729463
1005,Frome,"Frome, Somerset BA11, UK",51.230751,-2.320096
1006,Frosterley,"Frosterley, County Durham DL13, UK",54.72701,-1.96539
1007,Fulham Broadway,"Fulham Broadway, London SW6 1AA, UK",51.4800048,-0.1957797
1008,Fulwell,"Fulwell, Oxfordshire NN13, UK",52.005745,-1.09561
1009,Furness Vale,"Furness Vale, Derbyshire SK23, UK",53.345229,-1.987592
1010,Furze Platt,"Furze Platt, Maidenhead, Windsor and Maidenhead SL6, UK",51.539496,-0.736832
1011,Gainsborough Central,"Gainsborough Central, Gainsborough, Lincolnshire DN21, UK",53.3996039,-0.769696
1012,Gainsborough Lea Road,"Gainsborough Lea Road, Gainsborough, Lincolnshire DN21, UK",53.3861087,-0.7685808
1013,Gallions Reach,"Gallions Reach, London E6, UK",51.50894,0.07158
1014,Gants Hill,"Gants Hill, Ilford, Greater London IG2, UK",51.579364,0.064863
1015,Garelochhead,"Garelochhead, Argyll and Bute, UK",56.082071,-4.8357849
1016,Garforth,"Garforth, West Yorkshire, UK",53.792149,-1.389877
1017,Gargrave,"Gargrave, North Yorkshire BD23, UK",53.984331,-2.101438
1018,Garrowhill,"Garrowhill, Baillieston, Glasgow, Glasgow City G33, UK",55.8552327,-4.1294475
1019,Garscadden,"Garscadden, Glasgow, Glasgow City G13, UK",55.8876876,-4.3649892
1020,Garsdale,"Garsdale, Cumbria LA10, UK",54.301254,-2.391163
1021,Garswood,"Garswood, Ashton-in-Makerfield, Merseyside WN4, UK",53.4891409,-2.66949
1022,Gartcosh,"Gartcosh, North Lanarkshire G69, UK",55.887307,-4.084701
1023,Garth (Mid-Glamorgan),"Garth Olwg Day Nursery, Church Village, Pontypridd, Mid Glamorgan CF38 1RQ, UK",51.5655865,-3.3223164
1024,Garth (Powys),"Garth (Powys), Llangammarch Wells, Powys LD4, UK",52.1332443,-3.5299152
1025,Garve,"Garve, Highland IV23, UK",57.6130219,-4.6883909
1026,Gathurst,"Gathurst, Wigan WN6, UK",53.5594165,-2.6943926
1027,Gatley,"Gatley, UK",53.39286,-2.2446419
1028,Gatwick Airport,"Gatwick Airport (LGW), West Sussex RH6 0NP, UK",51.1554548,-0.1650585
1029,Georgemas Junction,"Georgemas Junction, Halkirk, Highland KW12, UK",58.5136084,-3.4521275
1030,George Street,"George Street, NSW, Australia",-33.9547504,151.1053691
1031,Gerrards Cross,"Gerrards Cross, Buckinghamshire, UK",51.582362,-0.5575
1032,Gidea Park,"Gidea Park, Romford, Greater London RM2, UK",51.5876619,0.2109897
1033,Giffnock,"Giffnock, East Renfrewshire, UK",55.800047,-4.295033
1034,Giggleswick,"Giggleswick, North Yorkshire BD24, UK",54.072968,-2.2897949
1035,Gilberdyke,"Gilberdyke, East Riding of Yorkshire HU15, UK",53.754398,-0.740441
1036,Gilfach Fargoed,"Gilfach Fargoed, Bargoed, Caerphilly CF81, UK",51.6842506,-3.2265775
1037,Gillingham (Dorset),"Gillingham, Dorset, UK",51.036731,-2.277885
1038,Gillingham (Kent),"Gillingham (Kent), Gillingham, Medway ME7, UK",51.3865632,0.5498789
1039,Gilshochill,"Gilshochill, Glasgow, Glasgow City G23, UK",55.8973311,-4.2826699
1040,Gipsy Hill,"Gipsy Hill, London SE19 1NL, UK",51.4235704,-0.0835421
1041,Girvan,"Girvan, South Ayrshire, UK",55.240164,-4.854218
1042,Glan Conwy,"Llansanffraid Glan Conwy, Conwy, UK",53.268083,-3.7935
1043,Glasgow Central,"Glasgow Central, Glasgow, Glasgow City G1, UK",55.860524,-4.2580414
1044,Glasgow Queen Street,"Queen Street, Glasgow, Glasgow City, UK",55.8599848,-4.2517391
1045,Glasshoughton,"Glasshoughton, Castleford, West Yorkshire WF10, UK",53.7149882,-1.3452618
1046,Glazebrook,"Glazebrook, Warrington, UK",53.4283697,-2.4585202
1047,Gleneagles,"Gleneagles, Perth and Kinross PH3, UK",56.262051,-3.725752
1048,Glenfinnan,"Glenfinnan, Highland PH37, UK",56.871564,-5.4446329
1049,Glengarnock,"Glengarnock, North Ayrshire KA14, UK",55.740888,-4.678341
1050,Glenrothes with Thornton,"Glenrothes with Thornton, Thornton, Fife KY1, UK",56.1623482,-3.1430171
1051,Glenrothes with Thornton,"Glenrothes with Thornton, Thornton, Fife KY1, UK",56.1623482,-3.1430171
1052,Glossop,"Glossop, Derbyshire, UK",53.4433284,-1.948907
1053,Gloucester,"Gloucester, UK",51.8642449,-2.238156
1054,Gloucester Road,"Gloucester Road, London SW7, UK",51.49432,-0.18263
1055,Glynde,"Glynde, East Sussex BN8, UK",50.862087,0.0688769
1056,Gobowen,"Gobowen, Shropshire, UK",52.897629,-3.040359
1057,Godalming,"Godalming, Surrey, UK",51.185732,-0.612808
1058,Godley,"Godley, Hyde SK14, UK",53.4542362,-2.0626242
1059,Godstone,"Godstone, Surrey, UK",51.247571,-0.067578
1060,Golders Green,"Golders Green, London NW11, UK",51.57226,-0.19401
1061,Goldhawk Road,"Goldhawk Road, London W12 8EN, UK",51.5006289,-0.2341097
1062,Goldthorpe,"Goldthorpe, South Yorkshire, UK",53.534601,-1.307202
1063,Golf Street,"Golf Street, Ladybank, Cupar, Fife KY15 7NT, UK",56.2793247,-3.1241238
1064,Golspie,"Golspie, Highland, UK",57.973406,-3.976086
1065,Gomshall,"Gomshall, Surrey GU5, UK",51.220174,-0.448237
1066,Goodge Street,"Goodge Street, London W1T, UK",51.5206,-0.13434
1067,Goodmayes,"Goodmayes, Ilford, Greater London IG3, UK",51.563297,0.11272
1068,Goodrington,"Goodrington, Paignton, Torbay TQ4, UK",50.416477,-3.561619
1069,Goole,"Goole, East Riding of Yorkshire DN14, UK",53.702941,-0.876381
1070,Goostrey,"Goostrey, Cheshire East CW4, UK",53.228117,-2.341043
1071,Gordon Hill,"Gordon Hill, Enfield, Greater London EN2, UK",51.6633361,-0.0945838
1072,Goring-By-Sea,"Goring-by-Sea, Worthing, West Sussex, UK",50.8129769,-0.422028
1073,Goring & Streatley,"Goring & Streatley, Reading, Oxfordshire RG8, UK",51.5214927,-1.133029
1074,Gorton,"Gorton, Manchester M18, UK",53.462873,-2.177212
1075,Gospel Oak,"Gospel Oak, London NW5, UK",51.556394,-0.148184
1076,Gourock,"Gourock, Inverclyde, UK",55.9591984,-4.8168799
1077,Govan,"Govan, Glasgow, Glasgow City G51, UK",55.862596,-4.312816
1078,Gowerton,"Gowerton, Swansea, UK",51.6480279,-4.042929
1079,Goxhill,"Goxhill, North Lincolnshire DN19, UK",53.678208,-0.332032
1080,Grange Hill,"Grange Hill, Wareham, Dorset BH20 5DF, UK",50.6359414,-2.1316532
1081,Grange-Over-Sands,"Grange-over-Sands, Cumbria, UK",54.191009,-2.910688
1082,Grange Park,"Grange Park, London N21, UK",51.6426082,-0.0973319
1083,Grangetown (South Glamorgan),"Grangetown, Cardiff CF11, UK",51.468037,-3.191215
1084,Grantham,"Grantham, Lincolnshire, UK",52.912524,-0.643582
1085,Grateley,"Grateley, Hampshire SP11, UK",51.176201,-1.604924
1086,Gravel Hill,"Gravel Hill, NB E8G, Canada",47.9108639,-66.121683
1087,Gravelly Hill,"Gravelly Hill, Birmingham, West Midlands B23, UK",52.5150091,-1.8525927
1088,Gravesend,"Gravesend, Kent, UK",51.441884,0.370759
1089,Grays,"Grays, Thurrock, UK",51.4723619,0.3246839
1090,Great Ayton,"Great Ayton, North Yorkshire TS9, UK",54.491018,-1.1402159
1091,Great Bentley,"Great Bentley, Essex, UK",51.855588,1.061692
1092,Great Chesterford,"Great Chesterford, Essex CB10, UK",52.062757,0.19682
1093,Great Coates,"Great Coates, North East Lincolnshire DN37, UK",53.570586,-0.138773
1094,Great Malvern,"Great Malvern, Worcestershire WR14, UK",52.112421,-2.327182
1095,Great Missenden,"Great Missenden, Buckinghamshire HP16, UK",51.702655,-0.70319
1096,Great Portland Street,"Great Portland Street, London, UK",51.5182673,-0.1419175
1097,Great Western Street,"Great Western Street, Manchester M14 4RA, UK",53.456237,-2.2384326
1098,Great Yarmouth,"Great Yarmouth, Norfolk, UK",52.598233,1.728047
1099,Greenbank,"Greenbank QLD 4124, Australia",-27.7196332,152.986016
